purchase_id,item_id,supplier_id,purchase_date,quantity,total_cost
PUR00347,ITM0247,SUP059,2023-06-02 17:03:58.722661,208,190076.41
PUR00348,ITM0552,SUP032,2020-12-31 13:59:47.586341,116,217990.74
PUR00349,ITM0064,SUP034,2020-11-05 23:57:35.008954,88,47182.2
PUR00350,ITM0122,SUP021,2020-04-09 09:30:17.727360,10,5576.53
PUR00351,ITM0125,SUP027,2021-06-11 14:12:15.132000,50,113903.45
PUR00352,ITM0537,SUP042,2020-04-28 15:53:17.489842,97,199900.41
PUR00353,ITM0362,SUP037,2021-12-19 22:13:33.279835,252,687799.57
PUR00354,ITM0036,SUP003,2021-11-05 01:19:18.186198,63,93315.09
PUR00355,ITM0108,SUP052,2024-02-11 05:29:07.297866,86,188112.46
PUR00356,ITM0186,SUP043,2023-01-21 08:54:21.725535,193,154982.54
PUR00357,ITM0461,SUP045,2021-08-21 19:12:39.679643,58,109248.53
PUR00358,ITM0019,SUP034,2022-05-06 00:52:48.977449,204,260270.79
PUR00359,ITM0094,SUP007,2023-05-24 18:14:56.414229,284,752900.52
PUR00360,ITM0355,SUP029,2023-10-26 12:53:05.011730,120,263842.73
PUR00361,ITM0128,SUP003,2020-09-23 07:09:05.142590,208,212722.75
PUR00362,ITM0315,SUP045,2021-02-27 10:45:21.306253,224,201787.36
PUR00363,ITM0382,SUP038,2023-06-15 17:08:21.289983,260,740734.56
PUR00364,ITM0475,SUP041,2024-09-01 04:40:48.597353,111,215346.01
PUR00365,ITM0398,SUP055,2024-07-18 00:06:46.677313,124,181928.23
PUR00366,ITM0242,SUP052,2020-04-07 11:01:42.965700,169,86796.64
PUR00367,ITM0152,SUP002,2020-07-26 13:12:41.818491,113,237830.37
PUR00368,ITM0419,SUP012,2020-10-25 18:35:00.929344,60,8367.01
PUR00369,ITM0511,SUP015,2022-06-03 11:55:27.464923,11,21073.79
PUR00370,ITM0472,SUP055,2020-06-08 18:55:24.186493,20,33212.59
PUR00371,ITM0262,SUP056,2022-12-21 07:33:51.419296,218,489505.03
PUR00372,ITM0479,SUP016,2024-07-20 21:25:43.534052,135,23928.6
PUR00373,ITM0504,SUP003,2024-04-16 03:42:29.391332,62,154392.87
PUR00374,ITM0256,SUP027,2020-08-25 14:24:57.325791,119,59685.97
PUR00375,ITM0292,SUP046,2023-06-25 07:20:52.079126,186,411320.89
PUR00376,ITM0285,SUP023,2022-03-19 04:15:22.025399,132,21246.56
PUR00377,ITM0141,SUP033,2020-10-04 10:51:30.377404,200,375744.04
PUR00378,ITM0289,SUP048,2020-08-29 09:37:39.982623,243,399838.5
PUR00379,ITM0144,SUP027,2020-09-16 11:32:52.063688,142,291356.86
PUR00380,ITM0085,SUP024,2024-12-15 05:58:32.223038,249,55927.51
PUR00381,ITM0101,SUP055,2021-04-14 04:28:42.115322,151,96923.4
PUR00382,ITM0237,SUP038,2024-01-09 19:38:12.261853,292,368295.79
PUR00383,ITM0418,SUP027,2023-02-09 21:06:00.846271,90,200251.35
PUR00384,ITM0205,SUP047,2020-04-14 02:08:51.781394,280,199770.79
PUR00385,ITM0127,SUP031,2022-03-12 13:17:26.498680,82,156450.46
PUR00386,ITM0307,SUP015,2020-11-14 07:37:37.709043,21,23460.22
PUR00387,ITM0260,SUP035,2020-09-21 21:21:46.520604,63,116012.82
PUR00388,ITM0177,SUP036,2023-08-26 10:38:13.528249,271,398654.85
PUR00389,ITM0205,SUP024,2020-02-26 03:03:19.663780,218,171617.47
PUR00390,ITM0200,SUP017,2023-11-26 03:08:46.466813,260,31254.34
PUR00391,ITM0513,SUP045,2021-01-25 21:02:22.192093,132,118970.66
PUR00392,ITM0169,SUP034,2020-01-22 19:50:53.988761,172,451730.39
PUR00393,ITM0434,SUP001,2020-01-07 21:16:48.502121,114,48913.95
PUR00394,ITM0509,SUP020,2024-12-06 02:49:25.988185,191,123281.32
PUR00395,ITM0465,SUP006,2024-11-15 04:52:30.242214,83,16363.92
PUR00396,ITM0264,SUP005,2021-02-14 15:35:15.029329,154,402830.59
PUR00397,ITM0579,SUP029,2020-09-25 23:08:28.726633,185,10120.18
PUR00398,ITM0118,SUP006,2024-04-06 20:20:34.954863,239,78152.62
PUR00399,ITM0086,SUP050,2023-03-14 00:13:08.059963,102,28093.56
PUR00400,ITM0235,SUP053,2021-05-14 20:07:48.540752,162,263693.21
PUR00401,ITM0322,SUP033,2024-05-31 01:54:00.835892,126,211817.47
PUR00402,ITM0258,SUP045,2021-05-22 20:24:17.465182,290,653744.8
PUR00403,ITM0017,SUP038,2024-07-18 23:30:05.427963,130,131774.88
PUR00404,ITM0585,SUP052,2020-07-04 09:47:19.506158,299,207780.34
PUR00405,ITM0477,SUP029,2023-04-24 04:30:27.342952,21,31928.41
PUR00406,ITM0364,SUP044,2022-03-28 23:00:33.566842,140,355153.54
PUR00407,ITM0249,SUP010,2021-05-28 20:22:13.413955,36,76430.39
PUR00408,ITM0454,SUP032,2022-09-20 07:59:40.659310,257,787166.73
PUR00409,ITM0101,SUP025,2022-03-29 01:05:57.848763,144,85980.58
PUR00410,ITM0395,SUP028,2021-10-15 02:36:05.199226,49,96086.85
PUR00411,ITM0333,SUP029,2021-04-10 13:21:38.852350,6,9588.89
PUR00412,ITM0049,SUP051,2024-07-26 19:28:08.267230,124,256955.14
PUR00413,ITM0366,SUP035,2020-01-22 22:05:00.083570,225,539145.95
PUR00414,ITM0506,SUP047,2021-10-14 22:14:27.200858,269,771980.93
PUR00415,ITM0269,SUP057,2023-09-16 00:46:32.038141,173,445293.28
PUR00416,ITM0230,SUP032,2024-04-30 15:51:36.423796,9,16184.83
PUR00417,ITM0228,SUP046,2023-10-29 22:21:14.718872,227,120795.75
PUR00418,ITM0142,SUP036,2024-02-01 04:16:05.753136,156,201534.42
PUR00419,ITM0215,SUP007,2023-03-30 20:39:34.720909,192,319350.13
PUR00420,ITM0581,SUP010,2021-04-08 09:06:29.632737,160,273365.19
PUR00421,ITM0046,SUP046,2023-01-29 12:59:19.203140,119,126404.76
PUR00422,ITM0015,SUP034,2020-04-06 02:12:53.360034,89,41058.82
PUR00423,ITM0343,SUP033,2022-11-09 15:22:37.536754,180,206739.86
PUR00424,ITM0136,SUP026,2022-11-06 02:49:08.353032,132,298531.73
PUR00425,ITM0267,SUP048,2023-07-07 04:33:57.364787,25,5098.86
PUR00426,ITM0411,SUP048,2023-12-23 08:13:20.476503,80,142306.35
PUR00427,ITM0175,SUP013,2020-12-25 13:41:43.222504,63,107035.6
PUR00428,ITM0501,SUP030,2024-11-09 13:39:06.076535,296,592477.12
PUR00429,ITM0322,SUP032,2023-08-26 11:20:05.352298,108,206645.55
PUR00430,ITM0368,SUP033,2024-06-13 03:49:47.671610,184,506807.22
PUR00431,ITM0573,SUP006,2021-09-30 02:58:07.742844,151,342938.15
PUR00432,ITM0409,SUP036,2024-07-14 08:01:24.411775,84,175578.05
PUR00433,ITM0408,SUP002,2020-11-01 21:29:26.708325,248,48978.78
PUR00434,ITM0308,SUP007,2024-05-08 10:43:09.017435,281,49272.0
PUR00435,ITM0063,SUP056,2020-11-30 01:54:07.160766,208,42765.22
PUR00436,ITM0061,SUP030,2023-12-01 23:24:00.244192,297,432761.38
PUR00437,ITM0507,SUP046,2021-03-20 11:37:12.205814,5,14863.99
PUR00438,ITM0256,SUP055,2023-11-28 17:47:09.401536,228,133876.2
PUR00439,ITM0077,SUP026,2020-06-03 04:12:53.998897,192,238596.29
PUR00440,ITM0090,SUP025,2022-01-28 12:42:38.929596,134,309694.7
PUR00441,ITM0365,SUP033,2020-07-16 00:39:01.647171,76,199763.28
PUR00442,ITM0272,SUP042,2024-09-24 21:58:46.490841,110,138515.41
PUR00443,ITM0275,SUP006,2024-01-19 14:58:49.606140,166,299886.12
PUR00444,ITM0040,SUP008,2020-11-09 18:50:44.849200,61,18177.13
PUR00445,ITM0174,SUP009,2023-03-12 10:08:00.240762,130,57295.26
PUR00446,ITM0499,SUP011,2021-10-03 02:26:19.673228,3,3679.76
PUR00447,ITM0357,SUP024,2021-12-06 21:50:51.140094,135,305930.15
PUR00448,ITM0584,SUP006,2022-12-06 08:50:07.757602,193,483085.42
PUR00449,ITM0326,SUP040,2020-03-18 15:33:27.605013,62,75297.66
PUR00450,ITM0517,SUP056,2022-08-09 21:49:12.385736,245,443291.92
PUR00451,ITM0283,SUP016,2020-08-19 17:05:28.431392,53,68168.55
PUR00452,ITM0172,SUP017,2020-06-10 15:46:16.334766,9,11959.61
PUR00453,ITM0294,SUP024,2020-04-26 18:09:03.119022,129,39295.05
PUR00454,ITM0456,SUP007,2023-04-12 13:50:09.018457,108,156519.14
PUR00455,ITM0214,SUP040,2023-11-17 17:18:03.898205,292,97993.21
PUR00456,ITM0089,SUP040,2024-11-05 21:26:17.354315,50,113209.65
PUR00457,ITM0583,SUP060,2022-06-06 22:47:12.902724,212,244083.08
PUR00458,ITM0384,SUP058,2024-03-14 16:51:48.475654,69,35374.52
PUR00459,ITM0169,SUP027,2021-07-14 19:14:00.783646,98,252698.55
PUR00460,ITM0435,SUP010,2020-11-28 08:59:00.836255,103,272568.36
PUR00461,ITM0319,SUP054,2023-12-29 13:53:55.533733,16,20762.72
PUR00462,ITM0019,SUP009,2022-06-10 05:49:10.446701,79,88036.25
PUR00463,ITM0094,SUP051,2024-06-12 16:58:36.296013,233,585283.66
PUR00464,ITM0370,SUP010,2020-12-25 14:27:50.438667,231,75453.44
PUR00465,ITM0053,SUP049,2023-06-02 18:10:49.741956,298,118183.12
PUR00466,ITM0429,SUP030,2024-11-13 06:09:07.749173,158,129870.14
PUR00467,ITM0523,SUP009,2024-03-04 15:25:39.467500,258,236050.42
PUR00468,ITM0105,SUP046,2023-06-10 20:39:57.163315,211,231128.64
PUR00469,ITM0522,SUP058,2022-07-26 09:58:15.032016,184,257057.54
PUR00470,ITM0342,SUP026,2020-10-26 00:30:53.818278,195,393489.46
PUR00471,ITM0020,SUP034,2024-04-16 19:37:18.646884,40,122424.87
PUR00472,ITM0255,SUP035,2024-10-13 06:16:58.115792,191,129826.62
PUR00473,ITM0424,SUP027,2024-12-15 14:51:23.823497,61,162027.38
PUR00474,ITM0247,SUP020,2024-05-25 10:48:37.982702,180,145168.36
PUR00475,ITM0146,SUP024,2024-06-02 12:20:02.077381,235,236281.52
PUR00476,ITM0082,SUP027,2021-02-17 10:39:02.821028,36,63514.3
PUR00477,ITM0514,SUP041,2023-04-03 06:13:44.051728,228,372266.7
PUR00478,ITM0433,SUP019,2020-05-25 08:55:20.483575,31,50320.3
PUR00479,ITM0375,SUP018,2024-10-06 05:46:08.573356,225,375121.87
PUR00480,ITM0047,SUP050,2023-12-28 03:00:01.676138,123,110904.99
PUR00481,ITM0500,SUP043,2022-04-24 10:03:47.263098,263,504984.86
PUR00482,ITM0507,SUP041,2024-07-10 13:47:59.682479,123,364613.89
PUR00483,ITM0591,SUP012,2022-04-12 13:13:47.401983,218,564554.06
PUR00484,ITM0124,SUP040,2020-03-20 01:45:32.001793,276,579846.35
PUR00485,ITM0345,SUP018,2021-02-10 11:38:47.907430,98,34360.8
PUR00486,ITM0429,SUP008,2023-07-27 23:23:20.582654,6,5140.36
PUR00487,ITM0594,SUP036,2021-09-10 17:18:58.171949,123,230828.07
PUR00488,ITM0431,SUP038,2022-03-17 05:09:14.940423,86,71063.86
PUR00489,ITM0032,SUP053,2023-04-11 16:53:56.942131,230,111940.22
PUR00490,ITM0146,SUP016,2022-01-29 23:07:51.819743,81,74145.26
PUR00491,ITM0093,SUP053,2023-11-05 06:52:05.719867,191,377733.98
PUR00492,ITM0246,SUP013,2021-01-27 05:43:26.651304,255,439701.62
PUR00493,ITM0341,SUP026,2024-01-26 00:47:22.389128,41,27866.23
PUR00494,ITM0304,SUP048,2024-04-18 08:33:18.834486,218,570067.68
PUR00495,ITM0450,SUP026,2020-02-19 04:12:47.881842,114,341069.38
PUR00496,ITM0129,SUP055,2020-12-19 23:43:46.740254,200,258964.98
PUR00497,ITM0534,SUP056,2022-11-20 20:08:51.270395,135,238520.55
PUR00498,ITM0568,SUP021,2023-02-19 15:19:17.787494,199,599127.02
PUR00499,ITM0424,SUP052,2023-01-10 01:22:11.714723,157,454058.07
PUR00500,ITM0038,SUP050,2023-12-02 02:25:36.873870,44,22665.86
PUR00501,ITM0531,SUP021,2022-03-11 07:36:58.569434,205,283512.03
PUR00502,ITM0215,SUP008,2024-04-18 02:24:13.608031,287,549512.16
PUR00503,ITM0256,SUP033,2020-09-06 11:12:32.967430,222,121385.17
PUR00504,ITM0506,SUP006,2023-09-30 07:41:44.949554,259,718494.09
PUR00505,ITM0432,SUP050,2024-05-24 21:35:27.590806,90,169188.46
PUR00506,ITM0475,SUP002,2023-11-03 17:48:40.376594,103,194754.95
PUR00507,ITM0557,SUP008,2020-03-23 00:55:14.473923,205,202249.6
PUR00508,ITM0215,SUP006,2022-08-20 14:45:59.261845,263,493246.92
PUR00509,ITM0220,SUP006,2020-01-30 22:43:13.152391,27,36883.25
PUR00510,ITM0504,SUP022,2021-03-21 19:43:32.188817,7,18320.64
PUR00511,ITM0028,SUP025,2020-09-04 02:33:15.299147,264,152346.23
PUR00512,ITM0316,SUP046,2020-07-08 05:29:52.311079,42,29853.55
PUR00513,ITM0208,SUP031,2024-12-18 16:55:09.369861,221,637094.09
PUR00514,ITM0422,SUP035,2024-10-04 00:01:21.598071,154,240160.73
PUR00515,ITM0509,SUP050,2020-08-22 01:01:21.235135,61,43507.95
PUR00516,ITM0168,SUP005,2022-11-18 14:26:08.175742,276,484861.13
PUR00517,ITM0167,SUP022,2021-10-14 15:04:46.808184,221,530329.77
PUR00518,ITM0588,SUP057,2024-12-18 15:14:45.413393,79,164853.7
PUR00519,ITM0247,SUP048,2020-07-08 20:39:35.988588,87,72596.08
PUR00520,ITM0407,SUP025,2020-07-19 09:52:57.432850,79,212026.53
PUR00521,ITM0381,SUP018,2022-11-14 00:49:23.445112,51,27022.59
PUR00522,ITM0304,SUP009,2023-08-14 11:51:23.126690,240,719363.67
PUR00523,ITM0220,SUP025,2021-07-24 11:56:19.832528,128,168239.49
PUR00524,ITM0481,SUP029,2021-05-10 16:24:01.294902,286,388107.97
PUR00525,ITM0294,SUP054,2020-06-01 15:38:33.685361,229,65875.91
PUR00526,ITM0254,SUP033,2024-11-20 13:02:45.502832,195,54369.22
PUR00527,ITM0133,SUP043,2021-05-22 02:11:44.927159,101,268274.72
PUR00528,ITM0444,SUP008,2022-08-06 14:31:53.634980,4,9176.54
PUR00529,ITM0165,SUP040,2020-10-17 18:45:00.381747,285,845912.23
PUR00530,ITM0271,SUP056,2020-06-29 18:36:35.410233,200,491267.08
PUR00531,ITM0556,SUP013,2023-12-07 08:35:32.801657,162,291848.27
PUR00532,ITM0132,SUP008,2021-11-17 17:12:00.602641,240,448697.89
PUR00533,ITM0159,SUP048,2022-09-15 20:22:08.903173,186,53978.15
PUR00534,ITM0297,SUP058,2022-01-03 13:08:19.117771,81,112385.08
PUR00535,ITM0507,SUP053,2020-04-02 19:00:59.477895,74,205367.8
PUR00536,ITM0588,SUP050,2021-11-21 22:19:17.184222,184,426781.13
PUR00537,ITM0386,SUP041,2021-08-16 19:10:12.984790,237,661799.33
PUR00538,ITM0520,SUP044,2021-01-25 14:38:17.852283,214,269837.96
PUR00539,ITM0078,SUP027,2022-01-31 13:17:05.408999,81,156328.08
PUR00540,ITM0040,SUP054,2023-08-24 01:52:07.021738,223,61185.48
PUR00541,ITM0318,SUP003,2024-03-22 00:59:54.083680,189,285774.96
PUR00542,ITM0570,SUP033,2023-04-26 04:11:15.775464,201,56664.07
PUR00543,ITM0327,SUP031,2020-06-23 23:08:48.708218,191,142991.63
PUR00544,ITM0416,SUP028,2024-02-23 18:23:39.165852,170,229964.57
PUR00545,ITM0599,SUP021,2021-05-08 13:51:23.833914,222,334558.41
PUR00546,ITM0174,SUP052,2022-04-06 16:24:47.681337,17,8546.73
PUR00547,ITM0359,SUP029,2023-12-29 14:02:02.947310,199,62707.44
PUR00548,ITM0007,SUP029,2021-11-24 12:31:56.290679,238,267218.89
PUR00549,ITM0568,SUP052,2024-03-11 19:36:52.196235,237,753296.8
PUR00550,ITM0434,SUP009,2022-04-28 11:50:01.375031,245,104201.43
PUR00551,ITM0429,SUP022,2020-05-15 21:17:31.900898,221,160726.31
PUR00552,ITM0580,SUP008,2024-05-09 10:25:39.372665,113,293509.08
PUR00553,ITM0300,SUP057,2024-04-18 22:56:28.353813,294,868746.44
PUR00554,ITM0308,SUP045,2023-05-27 12:32:13.058092,257,48147.12
PUR00555,ITM0391,SUP017,2021-03-18 20:52:08.236578,55,59771.0
PUR00556,ITM0278,SUP023,2020-12-28 10:39:59.458400,138,383815.05
PUR00557,ITM0157,SUP039,2023-09-27 08:34:58.308184,95,202495.87
PUR00558,ITM0374,SUP030,2020-10-22 06:04:54.033652,125,245238.84
PUR00559,ITM0168,SUP015,2024-09-24 03:08:03.170930,24,42001.32
PUR00560,ITM0436,SUP014,2022-04-07 06:13:14.108962,284,285191.88
PUR00561,ITM0370,SUP025,2021-12-27 11:54:29.890329,92,24795.32
PUR00562,ITM0169,SUP016,2020-11-25 07:29:53.233747,51,142799.13
PUR00563,ITM0585,SUP049,2024-04-01 00:45:47.088298,200,139997.43
PUR00564,ITM0512,SUP048,2021-01-23 18:27:27.647838,157,316231.77
PUR00565,ITM0379,SUP018,2021-12-05 21:03:51.507584,147,432127.35
PUR00566,ITM0077,SUP032,2021-11-07 22:43:36.898051,93,126486.58
PUR00567,ITM0569,SUP046,2024-09-01 16:25:10.752391,207,482277.18
PUR00568,ITM0099,SUP038,2020-10-01 23:22:28.188926,5,12083.55
PUR00569,ITM0163,SUP052,2021-08-10 06:48:47.822320,92,181997.12
PUR00570,ITM0275,SUP053,2023-04-20 18:32:08.964559,46,73801.76
PUR00571,ITM0397,SUP015,2020-06-02 02:05:34.836110,143,180342.68
PUR00572,ITM0344,SUP037,2022-01-11 06:34:48.561742,250,634031.85
PUR00573,ITM0026,SUP058,2023-01-24 17:02:08.054550,224,48199.65
PUR00574,ITM0056,SUP049,2021-10-16 14:16:36.423542,167,130612.35
PUR00575,ITM0543,SUP033,2023-04-10 18:16:48.939743,197,464867.77
PUR00576,ITM0030,SUP013,2023-12-11 18:02:11.065251,159,308460.68
PUR00577,ITM0536,SUP007,2023-02-06 22:36:11.994709,151,219211.09
PUR00578,ITM0158,SUP019,2020-01-31 18:22:05.442412,224,199772.79
PUR00579,ITM0121,SUP021,2020-01-21 10:32:24.207094,216,169319.49
PUR00580,ITM0154,SUP056,2024-01-03 12:43:10.221342,299,553848.82
PUR00581,ITM0082,SUP037,2022-02-21 00:37:09.959057,38,74667.36
PUR00582,ITM0361,SUP058,2022-05-03 21:51:01.044497,143,108519.62
PUR00583,ITM0310,SUP009,2021-08-20 18:12:55.216728,11,16659.4
PUR00584,ITM0332,SUP004,2022-09-06 14:13:55.405642,281,814240.94
PUR00585,ITM0277,SUP031,2023-03-04 00:39:14.224354,39,13083.2
PUR00586,ITM0407,SUP007,2020-11-26 06:49:02.281730,56,154618.45
PUR00587,ITM0126,SUP013,2022-05-22 14:02:28.279891,112,265477.01
PUR00588,ITM0284,SUP040,2021-02-05 07:31:42.359498,148,329404.94
PUR00589,ITM0593,SUP055,2022-04-11 18:20:18.902492,34,28717.29
PUR00590,ITM0443,SUP036,2023-01-19 21:40:53.703100,100,184538.2
PUR00591,ITM0181,SUP008,2023-12-11 17:04:27.508263,260,467227.21
PUR00592,ITM0162,SUP026,2023-11-22 05:57:53.061708,269,456867.11
PUR00593,ITM0476,SUP027,2024-09-02 02:31:09.531018,59,24038.21
PUR00594,ITM0361,SUP048,2024-06-28 22:19:05.556079,45,34382.3
PUR00595,ITM0524,SUP026,2023-11-10 03:30:31.639066,206,225190.16
PUR00596,ITM0130,SUP045,2021-01-08 00:55:21.509015,112,221637.49
PUR00597,ITM0281,SUP042,2023-07-08 15:08:19.065344,241,61094.78
PUR00598,ITM0452,SUP014,2024-06-08 08:37:50.161958,124,138049.26
PUR00599,ITM0134,SUP020,2024-05-09 22:59:14.322677,159,348053.5
PUR00600,ITM0551,SUP042,2023-08-09 08:25:17.608103,1,274.43
PUR00601,ITM0473,SUP045,2022-01-11 03:56:46.584207,174,290346.01
PUR00602,ITM0005,SUP028,2022-05-12 18:33:15.250652,290,786747.6
PUR00603,ITM0566,SUP008,2023-03-18 04:11:22.470369,218,197664.54
PUR00604,ITM0082,SUP056,2021-09-06 08:34:04.070837,182,370311.46
PUR00605,ITM0221,SUP052,2022-01-08 09:20:12.403622,187,181905.18
PUR00606,ITM0069,SUP005,2021-09-12 04:11:02.368809,94,118254.84
PUR00607,ITM0518,SUP053,2024-06-04 21:07:59.001081,41,11451.47
PUR00608,ITM0528,SUP053,2023-07-02 16:03:36.175676,51,61901.46
PUR00609,ITM0572,SUP051,2023-04-10 21:48:36.783873,5,10865.47
PUR00610,ITM0142,SUP013,2021-10-29 02:47:52.297411,166,197413.23
PUR00611,ITM0504,SUP002,2021-06-23 01:36:01.946147,194,465747.24
PUR00612,ITM0357,SUP048,2021-07-20 04:56:13.729779,147,310398.97
PUR00613,ITM0206,SUP014,2021-02-10 04:36:58.068886,166,389183.72
PUR00614,ITM0040,SUP049,2024-01-01 18:23:50.015883,234,70933.47
PUR00615,ITM0521,SUP059,2023-06-27 16:09:07.727244,50,30348.11
PUR00616,ITM0500,SUP003,2020-10-09 21:30:32.752780,162,297467.68
PUR00617,ITM0202,SUP016,2024-07-28 01:14:14.937477,61,56611.46
PUR00618,ITM0048,SUP009,2021-04-04 22:10:23.184139,247,64911.19
PUR00619,ITM0449,SUP039,2020-07-06 17:56:14.293368,247,694154.66
PUR00620,ITM0510,SUP002,2021-04-07 14:19:16.329744,220,85034.24
PUR00621,ITM0266,SUP011,2022-12-19 19:17:41.931147,180,35833.88
PUR00622,ITM0245,SUP024,2024-11-25 02:39:01.871603,68,118881.14
PUR00623,ITM0262,SUP043,2022-11-19 18:31:57.175596,161,328173.09
PUR00624,ITM0318,SUP029,2023-05-08 03:51:12.339445,100,151053.86
PUR00625,ITM0543,SUP014,2023-12-11 15:59:22.257857,269,593991.85
PUR00626,ITM0351,SUP048,2020-05-26 00:49:20.523448,79,250474.37
PUR00627,ITM0034,SUP040,2023-07-28 10:42:14.536944,189,117468.97
PUR00628,ITM0488,SUP055,2023-08-26 08:12:41.737622,97,129505.51
PUR00629,ITM0349,SUP060,2024-05-11 05:46:24.383467,166,218608.12
PUR00630,ITM0446,SUP059,2024-11-07 23:34:14.026706,54,42493.16
PUR00631,ITM0470,SUP022,2024-11-02 00:48:51.697217,159,20638.21
PUR00632,ITM0294,SUP047,2022-02-02 20:55:48.624935,49,13006.81
PUR00633,ITM0211,SUP048,2024-05-22 01:14:53.478565,150,332699.31
PUR00634,ITM0135,SUP034,2020-06-25 03:23:20.454984,224,482162.88
PUR00635,ITM0576,SUP036,2024-07-08 17:12:14.198905,193,172325.79
PUR00636,ITM0379,SUP033,2022-06-12 09:58:15.996141,48,151612.64
PUR00637,ITM0333,SUP039,2023-01-07 21:27:22.485491,92,152151.26
PUR00638,ITM0388,SUP043,2021-05-29 20:14:49.308944,105,69045.79
PUR00639,ITM0277,SUP018,2022-09-12 11:05:23.220089,281,99109.98
PUR00640,ITM0590,SUP022,2023-09-29 10:39:27.183860,21,22310.1
PUR00641,ITM0498,SUP025,2020-03-02 13:00:31.882246,282,562078.76
PUR00642,ITM0391,SUP037,2022-06-25 09:59:44.558627,129,131863.8
PUR00643,ITM0077,SUP005,2024-05-22 17:09:51.265795,73,82602.38
PUR00644,ITM0419,SUP032,2023-04-19 12:21:01.399707,174,22925.26
PUR00645,ITM0381,SUP052,2020-12-30 12:06:09.727671,241,123220.55
PUR00646,ITM0377,SUP049,2021-05-28 22:28:20.404811,261,252606.93
PUR00647,ITM0139,SUP036,2022-07-24 13:47:22.492879,168,385554.07
PUR00648,ITM0243,SUP009,2020-05-28 07:13:50.602594,145,378172.55
PUR00649,ITM0494,SUP014,2020-11-12 05:30:11.146682,53,113663.91
PUR00650,ITM0359,SUP032,2024-10-15 08:34:43.096579,221,62507.78
PUR00651,ITM0251,SUP009,2022-12-12 11:10:13.439010,108,154819.46
PUR00652,ITM0278,SUP023,2021-10-27 07:49:05.525841,285,692192.93
PUR00653,ITM0171,SUP045,2021-06-11 16:12:19.785939,76,100773.61
PUR00654,ITM0179,SUP048,2024-10-03 09:27:19.828852,136,213505.2
PUR00655,ITM0496,SUP052,2020-04-20 18:36:49.859956,107,139424.55
PUR00656,ITM0378,SUP045,2024-12-05 13:43:50.712097,43,7420.01
PUR00657,ITM0494,SUP009,2020-02-22 04:03:38.265600,223,428687.71
PUR00658,ITM0376,SUP021,2024-06-02 19:43:35.301951,143,426052.4
PUR00659,ITM0278,SUP044,2024-07-15 06:35:31.437885,162,431404.83
PUR00660,ITM0335,SUP032,2024-07-01 09:23:35.720583,90,116543.59
PUR00661,ITM0018,SUP044,2020-07-01 17:08:27.184084,228,499298.14
PUR00662,ITM0300,SUP010,2020-06-23 01:04:55.263658,277,859234.33
PUR00663,ITM0109,SUP029,2023-12-29 00:48:02.770774,147,253053.4
PUR00664,ITM0032,SUP034,2020-09-03 10:09:40.625763,96,42442.41
PUR00665,ITM0442,SUP057,2021-04-14 11:50:34.293988,1,3015.7
PUR00666,ITM0056,SUP022,2024-08-26 02:24:39.800880,179,152687.0
PUR00667,ITM0074,SUP005,2022-01-06 16:10:08.247397,161,348620.53
PUR00668,ITM0521,SUP011,2021-01-16 11:12:34.868314,26,17066.37
PUR00669,ITM0447,SUP058,2020-04-17 20:57:40.354234,45,135454.13
PUR00670,ITM0492,SUP028,2022-11-10 14:58:16.520464,155,279753.63
PUR00671,ITM0132,SUP024,2021-02-19 23:08:25.101247,28,53553.25
PUR00672,ITM0238,SUP034,2022-11-10 13:35:42.402815,212,256491.0
PUR00673,ITM0356,SUP053,2022-11-26 12:05:05.463091,8,21457.05
PUR00674,ITM0250,SUP042,2022-12-06 18:32:14.013606,5,7796.62
PUR00675,ITM0042,SUP040,2023-02-20 21:52:23.716940,11,22754.47
PUR00676,ITM0231,SUP052,2020-10-07 19:35:55.427425,200,151513.98
PUR00677,ITM0090,SUP010,2022-06-13 15:21:44.695328,154,351183.48
PUR00678,ITM0404,SUP026,2021-07-10 16:00:11.727431,122,316787.15
PUR00679,ITM0191,SUP043,2024-07-21 07:43:23.870323,188,470320.02
PUR00680,ITM0381,SUP041,2021-02-19 04:55:57.200159,140,72770.17
PUR00681,ITM0127,SUP007,2023-01-12 20:38:43.026322,235,435161.26
PUR00682,ITM0377,SUP044,2023-11-19 19:45:32.870556,13,12761.53
PUR00683,ITM0575,SUP007,2021-03-01 16:33:37.966185,202,299476.45
PUR00684,ITM0240,SUP048,2022-08-20 20:00:24.207647,264,648755.77
PUR00685,ITM0443,SUP057,2024-03-06 04:03:17.899616,102,179632.06
PUR00686,ITM0038,SUP051,2024-05-02 22:00:28.967332,193,98546.03
PUR00687,ITM0550,SUP048,2024-06-12 09:47:28.409769,132,331464.03
PUR00688,ITM0279,SUP015,2023-10-30 12:34:56.053046,213,498450.86
PUR00689,ITM0151,SUP046,2022-01-19 01:55:10.437894,55,53608.48
PUR00690,ITM0570,SUP045,2023-09-19 21:08:24.418713,96,23222.99
PUR00691,ITM0390,SUP003,2024-04-03 14:06:23.880836,185,210611.08
PUR00692,ITM0363,SUP045,2021-04-22 01:58:03.601383,156,90425.2
PUR00693,ITM0174,SUP026,2020-03-12 18:45:47.748445,154,77687.38
PUR00694,ITM0143,SUP007,2020-04-13 19:49:48.965448,101,134298.25
PUR00695,ITM0257,SUP002,2021-08-04 16:44:58.727753,73,19506.73
